General : Specimen number (included),1,,,
Specimen choice input : Material,<None>,,,
Specimen properties : Geometry,Rectangular,,,
Specimen properties : Length,50,mm,,
Specimen properties : Thickness,2.9,mm,,
Specimen properties : Width,11.7,mm,,
Specimen properties : Area,33.93,mm^2,,
Specimen properties : Final length,50,mm,,
Specimen properties : Final thickness,3,mm,,
Specimen properties : Final width,12,mm,,
Specimen properties : Final area,36,mm^2,,
,,,,
Time,Extension,Load,Tensile strain (Strain 1),Tensile stress
(s),(mm),(N),(mm/mm),(MPa)
0,0,0.123,0,0.00363
0.2,0.01663,456.79849,0.00005,13.46297
0.4,0.03348,963.03577,0.00012,28.38302
0.6,0.05005,1413.7998,0.00019,41.66813
0.8,0.06678,1833.57983,0.00025,54.04008
1,0.08338,2227.32153,0.00031,65.64461
1.2,0.10013,2602.58618,0.00038,76.70457
1.4,0.11683,2954.01953,0.00043,87.06217
1.6,0.1334,3287.56274,0.00049,96.8925
1.8,0.15022,3619.7937,0.00054,106.68417
2,0.16676,3942.48657,0.0006,116.19471
2.2,0.18339,4258.79102,0.00066,125.51698
2.4,0.20021,4570.20508,0.00071,134.69511
2.6,0.21675,4873.93164,0.00077,143.64667
2.8,0.23342,5170.93701,0.00083,152.40015
3,0.25011,5466.19434,0.00088,161.1021
3.2,0.26675,5750.24023,0.00094,169.47363
3.4,0.2835,6013.76758,0.00099,177.24042
3.6,0.30007,6285.52588,0.00105,185.2498
3.8,0.31677,6533.35156,0.00111,192.55383
4,0.33352,6789.65088,0.00117,200.1076
4.2,0.3501,7029.57373,0.00122,207.17871
4.4,0.36682,7274.88867,0.00128,214.40874
4.6,0.38351,7506.06494,0.00135,221.22208
4.8,0.40009,7720.64307,0.00141,227.54622
5,0.41684,7925.21777,0.00147,233.57553
5.2,0.43342,8120.20752,0.00153,239.32236
5.4,0.45017,8311.07324,0.00159,244.94763
5.6,0.4668,8496.61816,0.00166,250.41609
5.8,0.48341,8673.29102,0.00173,255.62308
6,0.50019,8848.22461,0.0018,260.77881
6.2,0.51686,9014.53418,0.00187,265.68036
6.4,0.53343,9170.33008,0.00194,270.27203
6.6,0.55015,9324.56543,0.00202,274.81772
6.8,0.56682,9468.98438,0.0021,279.0741
7,0.58348,9609.31152,0.00218,283.2099
7.2,0.60009,9741.32422,0.00227,287.10062
7.4,0.61675,9863.91504,0.00236,290.71368
7.6,0.63357,9984.57031,0.00245,294.26968
7.8,0.65014,10096.35449,0.00254,297.56424
8,0.66677,10204.44238,0.00264,300.74985
8.2,0.68353,10310.58398,0.00274,303.87811
8.4,0.70013,10406.19238,0.00284,306.69592
8.6,0.71689,10503.07617,0.00295,309.5513
8.8,0.73349,10593.39453,0.00306,312.21323
9,0.75012,10676.68457,0.00318,314.66797
9.2,0.76685,10758.84961,0.0033,317.08957
9.4,0.78345,10831.80957,0.00342,319.2399
9.6,0.80015,10904.33984,0.00355,321.37753
9.8,0.8169,10970.03711,0.00368,323.31378
10,0.83344,11031.49902,0.00382,325.12521
10.2,0.85014,11085.60059,0.00396,326.71973
10.4,0.86686,11141.31934,0.0041,328.36191
